T	M
6.47254767E+1	2.59162495E+0
6.47914533E+1	2.58763980E+0
6.48606144E+1	2.57846408E+0
6.49219351E+1	2.57261520E+0
6.49770244E+1	2.56684955E+0
6.50308206E+1	2.55725894E+0
6.50895508E+1	2.55333369E+0
6.51488039E+1	2.54608206E+0
6.52068684E+1	2.53770836E+0
6.52737721E+1	2.53547514E+0
6.53490494E+1	2.52761677E+0
6.54169922E+1	2.52136529E+0
6.54800834E+1	2.51372173E+0
6.55482938E+1	2.50672073E+0
6.56103253E+1	2.50068080E+0
6.56770166E+1	2.49342749E+0
6.57445094E+1	2.48656138E+0
6.58195200E+1	2.48055013E+0
6.58665938E+1	2.47355049E+0
6.59374534E+1	2.46733104E+0
6.59950287E+1	2.46135381E+0
6.60550951E+1	2.45319594E+0
6.61130645E+1	2.44613123E+0
6.61901036E+1	2.44000507E+0
6.62567133E+1	2.43460343E+0
6.63217200E+1	2.42616462E+0
6.63885471E+1	2.41789588E+0
6.64676620E+1	2.41165462E+0
6.65342632E+1	2.40470153E+0
6.65885806E+1	2.39466004E+0
6.66562934E+1	2.38873488E+0
6.67174144E+1	2.38256198E+0
6.67612798E+1	2.37563494E+0
6.68101198E+1	2.36797281E+0
6.68651071E+1	2.36147225E+0
6.69262827E+1	2.35511784E+0
6.69792330E+1	2.34649119E+0
6.70519563E+1	2.33851459E+0
6.71128323E+1	2.33200348E+0
6.71630987E+1	2.32428256E+0
6.72257711E+1	2.31691792E+0
6.72992823E+1	2.30918800E+0
6.73642261E+1	2.30123633E+0
6.74272629E+1	2.29486396E+0
6.74890253E+1	2.28724828E+0
6.75434354E+1	2.27924862E+0
6.75975400E+1	2.27224639E+0
6.76539879E+1	2.26555968E+0
6.77146362E+1	2.25817244E+0
6.77794392E+1	2.25184015E+0
6.78320070E+1	2.24425925E+0
6.78768935E+1	2.23541057E+0
6.79437810E+1	2.22849760E+0
6.80094127E+1	2.22098201E+0
6.80759933E+1	2.21275306E+0
6.81427249E+1	2.20466356E+0
6.82079076E+1	2.19529967E+0
6.82741769E+1	2.18858998E+0
6.83481335E+1	2.18189441E+0
6.84184652E+1	2.17233353E+0
6.84797087E+1	2.16473896E+0
6.85280162E+1	2.15737314E+0
6.85681885E+1	2.14837337E+0
6.86150767E+1	2.14075214E+0
6.86752877E+1	2.13132993E+0
6.87272546E+1	2.12141931E+0
6.87839741E+1	2.11164354E+0
6.88447394E+1	2.10309100E+0
6.89064584E+1	2.09451497E+0
6.89745003E+1	2.08526607E+0
6.90449411E+1	2.07564208E+0
6.91030980E+1	2.06552451E+0
6.91816358E+1	2.05549216E+0
6.92480907E+1	2.04752175E+0
6.93292641E+1	2.03660979E+0
6.94031004E+1	2.02948627E+0
6.94721283E+1	2.02073427E+0
6.95353463E+1	2.01114425E+0
6.95885065E+1	2.00021038E+0
6.96386018E+1	1.99092375E+0
6.96988400E+1	1.98178301E+0
6.97715964E+1	1.97124305E+0
6.98228378E+1	1.96268222E+0
6.99010352E+1	1.95032151E+0
6.99677110E+1	1.94028857E+0
7.00150721E+1	1.93210787E+0
7.00889414E+1	1.92197305E+0
7.01566491E+1	1.91281248E+0
7.02372127E+1	1.90267693E+0
7.03106202E+1	1.89098512E+0
7.03870738E+1	1.88196517E+0
7.04673049E+1	1.87167870E+0
7.05418117E+1	1.86126458E+0
7.06103181E+1	1.84997559E+0
7.06849307E+1	1.84022820E+0
7.07429174E+1	1.82819940E+0
7.08152748E+1	1.81426859E+0
7.08910922E+1	1.80524983E+0
7.09615917E+1	1.79248780E+0
7.10097087E+1	1.78197753E+0
7.10604827E+1	1.76811759E+0
7.11234518E+1	1.75777414E+0
7.11884677E+1	1.74617986E+0
7.12458859E+1	1.73290064E+0
7.12862048E+1	1.72281035E+0
7.13708632E+1	1.70885676E+0
7.14223894E+1	1.69701788E+0
7.14874434E+1	1.68651117E+0
7.15528125E+1	1.67411556E+0
7.16243518E+1	1.66372945E+0
7.16989287E+1	1.64860496E+0
7.17729055E+1	1.63567730E+0
7.18492743E+1	1.62279379E+0
7.19165395E+1	1.60737041E+0
7.19890848E+1	1.59311985E+0
7.20518472E+1	1.58281924E+0
7.21099559E+1	1.57400794E+0
7.21849944E+1	1.55997303E+0
7.22473679E+1	1.54733672E+0
7.23261764E+1	1.53178764E+0
7.24076533E+1	1.51497259E+0
7.24784828E+1	1.49975753E+0
7.25493045E+1	1.48379723E+0
7.26202605E+1	1.46765289E+0
7.27007084E+1	1.45042275E+0
7.27874205E+1	1.43690497E+0
7.28680716E+1	1.41710539E+0
7.29521954E+1	1.40266281E+0
7.30324403E+1	1.38148853E+0
7.31070789E+1	1.36336426E+0
7.31921300E+1	1.34426327E+0
7.32857540E+1	1.32356675E+0
7.33582004E+1	1.30333697E+0
7.34333981E+1	1.28373962E+0
7.35142928E+1	1.26203681E+0
7.35897632E+1	1.24115008E+0
7.36610318E+1	1.22038310E+0
7.37382530E+1	1.19694630E+0
7.38051891E+1	1.17291749E+0
7.38831457E+1	1.15299856E+0
7.39452078E+1	1.12891123E+0
7.40105056E+1	1.10678009E+0
7.40829249E+1	1.08218168E+0
7.41394766E+1	1.05402920E+0
7.41926031E+1	1.02727813E+0
7.42363842E+1	1.00464035E+0
7.42848075E+1	9.76354111E-1
7.43494016E+1	9.48740755E-1
7.44094219E+1	9.16736800E-1
7.44661632E+1	8.87848445E-1
7.45166374E+1	8.60107506E-1
7.45885827E+1	8.30830894E-1
7.46655327E+1	7.99510681E-1
7.47449922E+1	7.70222413E-1
7.48161678E+1	7.39191011E-1
7.48746285E+1	7.08500506E-1
7.49339640E+1	6.79705939E-1
7.50078318E+1	6.50543725E-1
7.50953856E+1	6.17855231E-1
7.51583276E+1	5.88498108E-1
7.52100106E+1	5.57866170E-1
7.52993397E+1	5.30910509E-1
7.53720948E+1	5.01327445E-1
7.54419280E+1	4.71868401E-1
7.55182992E+1	4.48177636E-1
7.56067617E+1	4.20942222E-1
7.56919535E+1	4.00648142E-1
7.57716159E+1	3.72990657E-1
7.58562771E+1	3.49668507E-1
7.59342607E+1	3.30364832E-1
7.60240348E+1	3.08975803E-1
7.60971444E+1	2.92670536E-1
7.61863165E+1	2.75888544E-1
7.62593584E+1	2.61010926E-1
7.63530850E+1	2.44394113E-1
7.64319006E+1	2.31254645E-1
7.65060918E+1	2.20222622E-1
7.65830991E+1	2.12770759E-1
7.66590028E+1	2.02115889E-1
7.67402429E+1	1.92910755E-1
7.68178880E+1	1.83738221E-1
7.68870652E+1	1.76705991E-1
7.69569390E+1	1.71185244E-1
7.70197935E+1	1.67200851E-1
7.70916981E+1	1.61336715E-1
7.71753679E+1	1.57921891E-1
7.72542044E+1	1.52315498E-1
7.73357590E+1	1.48758332E-1
7.74167346E+1	1.45111669E-1
7.74924810E+1	1.43383371E-1
7.75595387E+1	1.41814977E-1
7.76347942E+1	1.40616387E-1
7.76753565E+1	1.35006833E-1
7.77206818E+1	1.34159150E-1
7.77890935E+1	1.35168432E-1
7.78483800E+1	1.33413577E-1
7.79222072E+1	1.32714769E-1
7.79707240E+1	1.29758070E-1
7.80546511E+1	1.24115461E-1
7.81378797E+1	1.22748987E-1
7.81971255E+1	1.25030539E-1
7.82717059E+1	1.24781725E-1
7.83349051E+1	1.20449653E-1
7.84160945E+1	1.21566619E-1
7.84883106E+1	1.19173609E-1
7.85627633E+1	1.17306242E-1
7.85846292E+1	1.17030323E-1
7.85897379E+1	1.18362608E-1
7.86713080E+1	1.15282543E-1
7.87385428E+1	1.14245247E-1
7.88014194E+1	1.11920700E-1
7.88649166E+1	1.14076339E-1
7.89431668E+1	1.12032575E-1
7.90306142E+1	1.14263607E-1
7.91030187E+1	1.14357320E-1
7.91609514E+1	1.22641258E-1
7.92455047E+1	1.16365945E-1
7.93131989E+1	1.11896117E-1
7.93881686E+1	1.13260824E-1
7.94596401E+1	1.13100958E-1
7.95346650E+1	1.19288820E-1
7.96019394E+1	1.18243624E-1
7.96693861E+1	1.12825217E-1
7.97501046E+1	1.08472483E-1
7.98328772E+1	1.07516005E-1
7.99027918E+1	1.06916044E-1
7.99781078E+1	1.09117314E-1
8.00335628E+1	1.03492861E-1
8.00949371E+1	1.06277746E-1
8.01537227E+1	1.06180037E-1
8.02212931E+1	1.05522685E-1
8.02900433E+1	1.06174004E-1
8.03624053E+1	1.06877171E-1
8.04352035E+1	1.05125761E-1
8.05077409E+1	1.05478685E-1
8.05780480E+1	1.04351393E-1
8.06324594E+1	1.06034242E-1
8.07150024E+1	1.03281645E-1
8.07916207E+1	1.04624918E-1
8.08697406E+1	1.02399221E-1
8.09467114E+1	1.01523836E-1
8.10297218E+1	1.00682775E-1
